,Dataset_ID,Category,Capabilities,Product_Weight,Control_Weight,Product_Weighted_Score,Control_Weighted_Score,Product_Score,Control_Score,Total_Score,RE_Min,RE_Max,RC_Min,RC_Max,ALE
398,17,Operations,Real-time analytics,3150,2850,4350,3850,1.380952380952381,1.3508771929824561,1.3666666666666667,1125918,6232775,1306145,2803114,5081581
399,17,Operations,Sandboxing,1150,3850,3600,850,3.130434782608696,0.22077922077922077,0.89,2543256,1300084,1565955,2868291,6575061
400,17,Operations,Security operations oversight,1400,900,4000,1450,2.857142857142857,1.6111111111111112,2.369565217391304,3852442,2001583,578557,2118200,1676941
401,17,Operations,Synchronized policy enforcement,300,1600,100,3250,0.3333333333333333,2.03125,1.763157894736842,5413888,9740053,473910,763936,5566230
402,17,Process,process_1,3300,3400,3700,3250,1.121212121212121,0.9558823529411765,1.037313432835821,3737318,7764555,411738,2221704,1010758
403,17,Process,process_2,2000,2750,2550,4300,1.275,1.5636363636363637,1.4421052631578948,3374212,10476831,633257,2807899,2424828
404,17,Process,process_3,900,4250,2250,1250,2.5,0.29411764705882354,0.6796116504854369,1717618,5104092,555880,674476,7780157
405,17,Process,process_4,3100,4950,1250,1300,0.4032258064516129,0.26262626262626265,0.3167701863354037,5249976,6690695,1578547,1487231,6175822
406,17,Process,process_5,2600,3050,1350,4350,0.5192307692307693,1.4262295081967213,1.008849557522124,5227177,8215456,1220799,2040499,1754858
407,17,Process,process_6,1450,2050,3700,2450,2.5517241379310347,1.1951219512195121,1.7571428571428571,275362,11144779,275474,2769889,5282172
408,18,Architecture,Data at rest encryption,1300,2700,4150,1350,3.1923076923076925,0.5,1.375,2197973,8185257,558007,2782789,2285970
409,18,Architecture,Data in motion encryption,4950,1200,2600,1950,0.5252525252525253,1.625,0.7398373983739838,1179584,2266887,284419,895713,8117590
410,18,Architecture,Secure edge access,3250,2300,350,3650,0.1076923076923077,1.5869565217391304,0.7207207207207207,2632523,1358273,733465,2837300,1265103
411,18,Architecture,Segmentation,50,4300,2150,3200,43.0,0.7441860465116279,1.2298850574712643,561964,3090424,1060061,1599442,6596338
412,18,Architecture,Threat intelligence,2650,500,1850,950,0.6981132075471698,1.9,0.8888888888888888,3757429,6049133,1199523,867964,5401787
413,18,Architecture,Visibility,1900,4000,3450,200,1.8157894736842106,0.05,0.6186440677966102,2848496,2717375,405344,586200,1083134
414,18,Hygiene,Access control,4450,1100,1700,650,0.38202247191011235,0.5909090909090909,0.42342342342342343,4336961,5980352,782997,3303329,4126932
415,18,Hygiene,Configuration control,1500,3650,1000,950,0.6666666666666666,0.2602739726027397,0.3786407766990291,4579690,2808814,1166443,1315136,7969088
416,18,Hygiene,Identity and access management,2850,3900,4150,500,1.456140350877193,0.1282051282051282,0.6888888888888889,2512950,8890788,362507,3656816,2749121
417,18,Hygiene,Logging / analytics,1900,2750,250,850,0.13157894736842105,0.3090909090909091,0.23655913978494625,4581558,10780069,1426118,1407196,4561786
418,18,Hygiene,Strong key management,2550,2900,4600,4350,1.803921568627451,1.5,1.6422018348623852,4040212,1118489,620150,465708,3401295
419,18,Hygiene,Vulnerability scanning,3850,300,4300,1850,1.1168831168831168,6.166666666666667,1.4819277108433735,3180002,2035033,376046,2740249,4344800
420,18,Operations,Break & inspect,100,2100,3800,2350,38.0,1.119047619047619,2.7954545454545454,842576,9397188,1373366,2689093,4922330
421,18,Operations,"EDR, XDR",4450,2700,2400,950,0.5393258426966292,0.35185185185185186,0.46853146853146854,5025440,10485188,176371,3041713,6292103
422,18,Operations,Real-time analytics,4150,3300,3350,2000,0.8072289156626506,0.6060606060606061,0.7181208053691275,4139081,3213115,1152105,370847,4854293
423,18,Operations,Sandboxing,700,600,50,750,0.07142857142857142,1.25,0.6153846153846154,3079607,7569233,279325,2302452,4396405
424,18,Operations,Security operations oversight,750,3800,4450,3950,5.933333333333334,1.0394736842105263,1.8461538461538463,317484,5811653,338829,1693705,5888882
425,18,Operations,Synchronized policy enforcement,2300,3350,600,4400,0.2608695652173913,1.3134328358208955,0.8849557522123894,1335329,9829395,76645,3350517,7207432
426,18,Process,process_1,2900,2400,2900,2600,1.0,1.0833333333333333,1.0377358490566038,2245331,2806799,971958,3220240,4496348
427,18,Process,process_2,4300,1450,1900,800,0.4418604651162791,0.5517241379310345,0.46956521739130436,2552430,5947102,211731,3324212,873979
428,18,Process,process_3,3250,450,1800,550,0.5538461538461539,1.2222222222222223,0.6351351351351351,2673882,8314040,869455,2564378,690497
429,18,Process,process_4,1450,100,4700,3050,3.2413793103448274,30.5,5.0,4320795,2744269,1266921,1978706,4708775
430,18,Process,process_5,950,3700,1550,4600,1.631578947368421,1.2432432432432432,1.3225806451612903,2104256,1936225,321834,1581473,1881700
431,18,Process,process_6,50,4450,4700,150,94.0,0.033707865168539325,1.0777777777777777,2946078,5313016,489803,1701581,1136188
432,19,Architecture,Data at rest encryption,1200,1450,2500,1250,2.0833333333333335,0.8620689655172413,1.4150943396226414,4138732,4183828,1253233,1409575,1819066
433,19,Architecture,Data in motion encryption,3850,4950,1800,3500,0.4675324675324675,0.7070707070707071,0.6022727272727273,464289,9884463,1461812,1833802,4012449
434,19,Architecture,Secure edge access,500,4650,750,1550,1.5,0.3333333333333333,0.44660194174757284,5229258,9584184,1695205,670821,6109166
435,19,Architecture,Segmentation,400,300,2300,4050,5.75,13.5,9.071428571428571,3736676,589581,468707,2662505,3149269
436,19,Architecture,Threat intelligence,2050,2800,4400,1800,2.1463414634146343,0.6428571428571429,1.2783505154639174,5349483,5427364,1020189,1974703,1000982
437,19,Architecture,Visibility,1100,1750,4250,250,3.8636363636363638,0.14285714285714285,1.5789473684210527,4681030,9126056,108975,970067,3026572
438,19,Hygiene,Access control,1350,4450,2400,400,1.7777777777777777,0.0898876404494382,0.4827586206896552,4006740,9026496,1262175,2975658,3269552
439,19,Hygiene,Configuration control,4800,1450,4950,50,1.03125,0.034482758620689655,0.8,339961,3373198,429800,364018,5404007
440,19,Hygiene,Identity and access management,3000,2850,3100,1050,1.0333333333333334,0.3684210526315789,0.7094017094017094,2451913,8339375,450484,788516,5565558
441,19,Hygiene,Logging / analytics,2950,4850,2300,900,0.7796610169491526,0.18556701030927836,0.41025641025641024,2146121,9092192,758749,1734231,4181497
442,19,Hygiene,Strong key management,3000,3900,2700,2100,0.9,0.5384615384615384,0.6956521739130435,3431149,7321294,1691397,1680570,4495268
443,19,Hygiene,Vulnerability scanning,1800,4800,2600,3300,1.4444444444444444,0.6875,0.8939393939393939,3520815,7862405,1304717,983396,3688499
444,19,Operations,Break & inspect,2450,3400,500,950,0.20408163265306123,0.27941176470588236,0.24786324786324787,4627990,4640228,223748,1314513,750287
445,19,Operations,"EDR, XDR",4300,4350,3150,2750,0.7325581395348837,0.632183908045977,0.6820809248554913,317097,3614079,466578,783838,1181124
446,19,Operations,Real-time analytics,1600,1300,2750,1300,1.71875,1.0,1.396551724137931,1735467,6475541,160436,2807815,972701
447,19,Operations,Sandboxing,4300,3800,4600,4100,1.069767441860465,1.0789473684210527,1.0740740740740742,661775,9917472,949293,946484,5106715
448,19,Operations,Security operations oversight,950,3650,4000,2350,4.2105263157894735,0.6438356164383562,1.3804347826086956,4619889,4780169,1739294,1540483,6831357
449,19,Operations,Synchronized policy enforcement,950,4750,3350,4500,3.526315789473684,0.9473684210526315,1.3771929824561404,2635470,7211210,329558,3532838,6216077
450,19,Process,process_1,800,2450,2200,300,2.75,0.12244897959183673,0.7692307692307693,2771093,6279281,117584,2631500,5709653
451,19,Process,process_2,2100,3650,1900,2700,0.9047619047619048,0.7397260273972602,0.8,4597695,3178663,1657726,1944342,8024997
452,19,Process,process_3,1700,2000,2450,2750,1.4411764705882353,1.375,1.4054054054054055,651325,4350707,1559432,542556,2076268
453,19,Process,process_4,2000,3700,3500,1250,1.75,0.33783783783783783,0.8333333333333334,4088180,6382641,1200038,2173413,1459047
454,19,Process,process_5,4350,700,3050,1700,0.7011494252873564,2.4285714285714284,0.9405940594059405,3346546,8134429,1373885,575077,7509251
455,19,Process,process_6,1400,3550,1900,4300,1.3571428571428572,1.2112676056338028,1.2525252525252526,5056552,822212,1518421,2566975,736760
456,20,Architecture,Data at rest encryption,700,4600,1400,3950,2.0,0.8586956521739131,1.009433962264151,222064,8652977,1752478,1096500,1216314
457,20,Architecture,Data in motion encryption,1900,3150,1500,2750,0.7894736842105263,0.873015873015873,0.8415841584158416,967216,1168417,1346191,2958288,1495483
458,20,Architecture,Secure edge access,2800,850,4900,3300,1.75,3.8823529411764706,2.2465753424657535,3025930,1059608,341926,1188134,5711170
459,20,Architecture,Segmentation,4800,4850,4400,4100,0.9166666666666666,0.845360824742268,0.8808290155440415,4056365,2546582,771303,990294,7260183
460,20,Architecture,Threat intelligence,1350,900,1600,2400,1.1851851851851851,2.6666666666666665,1.7777777777777777,2291106,6156216,1544255,2040100,5002938
461,20,Architecture,Visibility,500,2750,1100,4300,2.2,1.5636363636363637,1.6615384615384616,1215450,2750618,1023337,1446664,2373685
462,20,Hygiene,Access control,200,2800,3150,3750,15.75,1.3392857142857142,2.3,4678899,4162658,742998,533777,6268671
463,20,Hygiene,Configuration control,2600,3100,1550,150,0.5961538461538461,0.04838709677419355,0.2982456140350877,1093243,4718757,1701698,1377988,7156854
464,20,Hygiene,Identity and access management,4100,2000,3300,2250,0.8048780487804879,1.125,0.9098360655737705,1394626,9698410,435141,3365506,4088920
465,20,Hygiene,Logging / analytics,900,50,3200,750,3.5555555555555554,15.0,4.157894736842105,1029818,8305553,1206793,1805903,2633956
466,20,Hygiene,Strong key management,4950,2950,4550,4200,0.9191919191919192,1.423728813559322,1.1075949367088607,1056486,4158463,824382,3192184,5917551
467,20,Hygiene,Vulnerability scanning,3850,2900,100,3100,0.025974025974025976,1.0689655172413792,0.4740740740740741,2081301,9362784,212458,2672972,3780151
468,20,Operations,Break & inspect,4950,1550,3100,650,0.6262626262626263,0.41935483870967744,0.5769230769230769,3997520,3011179,985254,1641373,4677027
469,20,Operations,"EDR, XDR",2700,2600,2700,3650,1.0,1.4038461538461537,1.1981132075471699,3644488,2542637,471011,1974597,4203730
470,20,Operations,Real-time analytics,2900,4500,2050,450,0.7068965517241379,0.1,0.33783783783783783,2562445,425438,308610,3230043,6860547
471,20,Operations,Sandboxing,2750,1650,4000,2450,1.4545454545454546,1.4848484848484849,1.4659090909090908,4425975,9901648,423407,671207,1217409
472,20,Operations,Security operations oversight,4300,2600,2250,2400,0.5232558139534884,0.9230769230769231,0.6739130434782609,4257484,1231750,1687312,2587464,8086417
473,20,Operations,Synchronized policy enforcement,4500,2250,1900,2100,0.4222222222222222,0.9333333333333333,0.5925925925925926,2687566,6284109,466726,1092854,1385763
474,20,Process,process_1,500,3000,1450,2350,2.9,0.7833333333333333,1.0857142857142856,3500495,2871051,1734036,1569147,6063326
475,20,Process,process_2,2050,4950,600,3000,0.2926829268292683,0.6060606060606061,0.5142857142857142,2725294,5583070,1250521,921550,5999872
476,20,Process,process_3,50,2100,1800,4650,36.0,2.2142857142857144,3.0,4350806,1627846,994212,2538519,3656839
477,20,Process,process_4,1150,4100,3650,2750,3.1739130434782608,0.6707317073170732,1.2190476190476192,3803575,4808032,157687,3582386,7757451
478,20,Process,process_5,450,3300,1150,2100,2.5555555555555554,0.6363636363636364,0.8666666666666667,1433587,10349621,114596,442720,675713
479,20,Process,process_6,2800,550,2100,3900,0.75,7.090909090909091,1.791044776119403,3196268,10671522,1521445,299453,2463493
480,21,Architecture,Data at rest encryption,750,150,2300,3300,3.066666666666667,22.0,6.222222222222222,4010033,6903280,872957,999758,4438581
481,21,Architecture,Data in motion encryption,200,4350,1000,1600,5.0,0.367816091954023,0.5714285714285714,3385163,9588137,523798,1114642,1147045
482,21,Architecture,Secure edge access,1550,250,1700,3450,1.096774193548387,13.8,2.861111111111111,5310349,8917782,531986,3089773,1677928
483,21,Architecture,Segmentation,4800,4200,4650,1300,0.96875,0.30952380952380953,0.6611111111111111,1323842,4745571,1556583,2469568,2734888
484,21,Architecture,Threat intelligence,900,1400,1150,1250,1.2777777777777777,0.8928571428571429,1.0434782608695652,446096,6687403,977101,1609984,1819145
485,21,Architecture,Visibility,550,1750,3750,2850,6.818181818181818,1.6285714285714286,2.869565217391304,2107774,6928267,1427069,1725486,4277776
486,21,Hygiene,Access control,600,3800,1500,2950,2.5,0.7763157894736842,1.0113636363636365,4287126,1627653,561419,1222356,1186241
487,21,Hygiene,Configuration control,950,2950,2050,2050,2.1578947368421053,0.6949152542372882,1.0512820512820513,2228495,5518652,1200622,2411581,3504944
488,21,Hygiene,Identity and access management,4750,1650,3450,3350,0.7263157894736842,2.0303030303030303,1.0625,3684028,8551294,471688,2834269,2317357
489,21,Hygiene,Logging / analytics,4200,4750,2250,4950,0.5357142857142857,1.0421052631578946,0.8044692737430168,288786,5597229,777784,2818663,6996625
490,21,Hygiene,Strong key management,4450,2950,1800,2900,0.4044943820224719,0.9830508474576272,0.6351351351351351,4893874,8671832,1066562,1978141,3376983
491,21,Hygiene,Vulnerability scanning,4500,150,1550,1100,0.34444444444444444,7.333333333333333,0.5698924731182796,5431667,8895501,494890,1109042,8179724
492,21,Operations,Break & inspect,2250,900,3200,4150,1.4222222222222223,4.611111111111111,2.3333333333333335,2173733,3451222,838685,1757461,981781
493,21,Operations,"EDR, XDR",3400,900,2400,4050,0.7058823529411765,4.5,1.5,2535660,3812398,973376,1394687,7915254
494,21,Operations,Real-time analytics,250,4350,1100,3150,4.4,0.7241379310344828,0.9239130434782609,208184,8462667,1294808,491972,5890677
495,21,Operations,Sandboxing,2600,550,550,1250,0.21153846153846154,2.272727272727273,0.5714285714285714,3060687,3967319,1172547,740133,8055732
496,21,Operations,Security operations oversight,2550,2000,150,1650,0.058823529411764705,0.825,0.3956043956043956,5216939,1319964,372339,2408534,5167000
497,21,Operations,Synchronized policy enforcement,3800,3650,3550,100,0.9342105263157895,0.0273972602739726,0.4899328859060403,2817976,4816460,1624570,2449116,6023468
498,21,Process,process_1,4050,1550,4250,2450,1.0493827160493827,1.5806451612903225,1.1964285714285714,1382925,4571712,1116636,1329169,2591922
499,21,Process,process_2,3600,850,1100,2450,0.3055555555555556,2.8823529411764706,0.797752808988764,5176160,2846423,1321170,3582483,4701504
500,21,Process,process_3,4300,1200,2650,1650,0.6162790697674418,1.375,0.7818181818181819,1400953,9250702,1298064,673938,394476
501,21,Process,process_4,2700,2650,1650,1750,0.6111111111111112,0.660377358490566,0.6355140186915887,1448246,1853703,508505,2299579,857681
502,21,Process,process_5,1900,3750,650,4200,0.34210526315789475,1.12,0.8584070796460177,4846772,8429377,812684,2843203,2824935
503,21,Process,process_6,1600,250,1000,3600,0.625,14.4,2.4864864864864864,4899250,10768304,1022095,2803906,5575813
504,22,Architecture,Data at rest encryption,700,450,2600,2550,3.7142857142857144,5.666666666666667,4.478260869565218,2154325,7878256,1366381,624073,7655701
505,22,Architecture,Data in motion encryption,2050,250,3150,3200,1.5365853658536586,12.8,2.760869565217391,526345,1131529,304523,3448063,1238275
506,22,Architecture,Secure edge access,2700,2600,4200,4100,1.5555555555555556,1.5769230769230769,1.5660377358490567,2465839,4776441,369863,1051580,5658712
507,22,Architecture,Segmentation,1350,2100,2150,100,1.5925925925925926,0.047619047619047616,0.6521739130434783,3168328,9815852,64043,2886261,2918337
508,22,Architecture,Threat intelligence,4250,3750,2600,800,0.611764705882353,0.21333333333333335,0.425,1513665,641488,1738874,2382978,1774076
509,22,Architecture,Visibility,950,2650,4500,1600,4.7368421052631575,0.6037735849056604,1.6944444444444444,4918081,10750498,232542,440291,2695087
510,22,Hygiene,Access control,650,4000,650,4400,1.0,1.1,1.086021505376344,1935303,10568173,1089964,1463351,5170618
511,22,Hygiene,Configuration control,100,4950,2450,750,24.5,0.15151515151515152,0.6336633663366337,3293974,2679757,1298710,1089636,4836181
512,22,Hygiene,Identity and access management,1750,2750,4600,2400,2.6285714285714286,0.8727272727272727,1.5555555555555556,410024,9663944,1237617,1634424,5105576
513,22,Hygiene,Logging / analytics,50,3200,3100,2900,62.0,0.90625,1.8461538461538463,5040310,10721269,495072,3142273,5701572
514,22,Hygiene,Strong key management,3700,4850,3000,3050,0.8108108108108109,0.6288659793814433,0.7076023391812866,3115760,9109428,656524,2122961,7171299
515,22,Hygiene,Vulnerability scanning,800,2850,4550,4050,5.6875,1.4210526315789473,2.356164383561644,699795,2895021,377939,140663,1434026
516,22,Operations,Break & inspect,2500,2350,4350,100,1.74,0.0425531914893617,0.9175257731958762,3035278,2456772,65635,2923672,5939017
517,22,Operations,"EDR, XDR",550,4900,3550,2600,6.454545454545454,0.5306122448979592,1.128440366972477,3307143,10418564,1012343,3019349,7535973
518,22,Operations,Real-time analytics,50,2550,100,2950,2.0,1.1568627450980393,1.1730769230769231,3025373,6574139,308319,2337563,5711622
519,22,Operations,Sandboxing,2900,4100,1000,1100,0.3448275862068966,0.2682926829268293,0.3,1097640,2815454,282773,3555391,5704035
520,22,Operations,Security operations oversight,450,4550,2200,2450,4.888888888888889,0.5384615384615384,0.93,2375924,4423482,547676,3012931,4951522
521,22,Operations,Synchronized policy enforcement,950,4950,250,4250,0.2631578947368421,0.8585858585858586,0.7627118644067796,2676537,4749774,689526,2371449,7021388
522,22,Process,process_1,3150,4200,4600,2500,1.4603174603174602,0.5952380952380952,0.9659863945578231,5221305,4694533,137278,934485,7388799
523,22,Process,process_2,550,3600,3100,1600,5.636363636363637,0.4444444444444444,1.1325301204819278,1201453,2620575,1472185,2287648,6403143
524,22,Process,process_3,2950,1500,4500,3100,1.5254237288135593,2.066666666666667,1.7078651685393258,905961,3138586,1407924,1207267,5219682
525,22,Process,process_4,3400,3950,1800,200,0.5294117647058824,0.05063291139240506,0.272108843537415,5340856,7019433,1784030,2380662,2232432
526,22,Process,process_5,3150,2000,4450,3100,1.4126984126984128,1.55,1.4660194174757282,3658874,8839353,534924,3329812,4417361
527,22,Process,process_6,2600,50,3300,50,1.2692307692307692,1.0,1.2641509433962264,4006280,6153040,1112807,743301,474536
528,23,Architecture,Data at rest encryption,2600,2350,2800,850,1.0769230769230769,0.3617021276595745,0.7373737373737373,3312523,10409822,373453,950949,1417879
529,23,Architecture,Data in motion encryption,2200,3800,4700,450,2.1363636363636362,0.11842105263157894,0.8583333333333333,4991903,2654637,1358819,437473,5619469
530,23,Architecture,Secure edge access,1750,4800,1950,3200,1.1142857142857143,0.6666666666666666,0.7862595419847328,2762073,9590151,1178372,3187405,787577
531,23,Architecture,Segmentation,3700,2000,250,400,0.06756756756756757,0.2,0.11403508771929824,2560157,10256446,442321,147344,8253666
532,23,Architecture,Threat intelligence,2600,1600,2250,2350,0.8653846153846154,1.46875,1.0952380952380953,2746412,2486802,1077310,797459,5779486
533,23,Architecture,Visibility,3950,600,2200,2750,0.5569620253164557,4.583333333333333,1.0879120879120878,5421827,4363864,1387571,319744,904349
534,23,Hygiene,Access control,3300,2150,3950,1900,1.196969696969697,0.8837209302325582,1.073394495412844,5389388,8169443,306345,1726827,410320
535,23,Hygiene,Configuration control,3650,3900,4050,3150,1.1095890410958904,0.8076923076923077,0.9536423841059603,912952,2347603,682827,559361,1629221
536,23,Hygiene,Identity and access management,3550,4950,4500,2900,1.267605633802817,0.5858585858585859,0.8705882352941177,3914193,1892120,414914,3585570,4148437
537,23,Hygiene,Logging / analytics,3300,2700,2950,50,0.8939393939393939,0.018518518518518517,0.5,4794656,3118485,1047954,3195542,2641450
538,23,Hygiene,Strong key management,4050,1350,3300,1150,0.8148148148148148,0.8518518518518519,0.8240740740740741,2913637,6081977,271117,2036162,2808786
539,23,Hygiene,Vulnerability scanning,150,4850,2000,4050,13.333333333333334,0.8350515463917526,1.21,3805659,7147433,1748642,2442177,1877655
540,23,Operations,Break & inspect,1050,4750,4550,1650,4.333333333333333,0.3473684210526316,1.0689655172413792,687958,1123300,1278642,660454,5225693
541,23,Operations,"EDR, XDR",950,1700,3650,4200,3.8421052631578947,2.4705882352941178,2.9622641509433962,1216750,1014016,329366,3274794,2021036
542,23,Operations,Real-time analytics,1400,2100,1350,2350,0.9642857142857143,1.119047619047619,1.0571428571428572,688593,2721323,936963,2956738,1729427
543,23,Operations,Sandboxing,250,4800,3650,100,14.6,0.020833333333333332,0.7425742574257426,1251191,735192,1628774,2301791,6806862
544,23,Operations,Security operations oversight,1900,4250,50,3150,0.02631578947368421,0.7411764705882353,0.5203252032520326,4240111,11043967,944987,3498075,5503554
545,23,Operations,Synchronized policy enforcement,1150,3350,450,800,0.391304347826087,0.23880597014925373,0.2777777777777778,3582832,7401725,165797,2586160,6927888
546,23,Process,process_1,1750,1350,700,2300,0.4,1.7037037037037037,0.967741935483871,448122,10359257,1118581,648516,3185344
547,23,Process,process_2,4900,4200,1950,2250,0.3979591836734694,0.5357142857142857,0.46153846153846156,371941,2680517,954433,185084,8206984
548,23,Process,process_3,4250,150,4800,250,1.1294117647058823,1.6666666666666667,1.1477272727272727,3652194,9990886,1324391,2868659,2228866
549,23,Process,process_4,4700,2500,4350,4600,0.925531914893617,1.84,1.2430555555555556,3726818,4123554,1115206,3416589,329558
550,23,Process,process_5,400,2700,2650,4600,6.625,1.7037037037037037,2.338709677419355,3793554,1354919,557485,1335680,8097022
551,23,Process,process_6,3050,2050,1950,2200,0.639344262295082,1.0731707317073171,0.8137254901960784,2666320,10584524,1278029,3606855,2004190
552,24,Architecture,Data at rest encryption,2750,1750,450,850,0.16363636363636364,0.4857142857142857,0.28888888888888886,4144553,5238298,857449,3262184,6816841
553,24,Architecture,Data in motion encryption,3600,600,3100,600,0.8611111111111112,1.0,0.8809523809523809,5105673,3489222,434478,2333277,3694921
554,24,Architecture,Secure edge access,4050,1400,1600,2150,0.3950617283950617,1.5357142857142858,0.6880733944954128,2409108,3017834,1592287,1383230,3871833
555,24,Architecture,Segmentation,4500,150,3600,3900,0.8,26.0,1.6129032258064515,560792,10178595,1222341,430919,842259
556,24,Architecture,Threat intelligence,2950,350,2250,4700,0.7627118644067796,13.428571428571429,2.106060606060606,4426630,10714582,826967,165656,6355071
557,24,Architecture,Visibility,2950,3850,1350,2250,0.4576271186440678,0.5844155844155844,0.5294117647058824,4419852,10877263,515246,2434264,2318585
558,24,Hygiene,Access control,4500,3000,2850,2850,0.6333333333333333,0.95,0.76,1366994,8160464,1434360,2707632,308557
559,24,Hygiene,Configuration control,1300,3900,4400,3200,3.3846153846153846,0.8205128205128205,1.4615384615384615,329608,6407879,586579,2770426,3229629
560,24,Hygiene,Identity and access management,2300,1350,3800,2700,1.6521739130434783,2.0,1.7808219178082192,1278062,3095693,847628,1817022,4314673
561,24,Hygiene,Logging / analytics,2100,100,50,3350,0.023809523809523808,33.5,1.5454545454545454,4502550,9948106,1049916,3213407,6850400
562,24,Hygiene,Strong key management,2300,2950,4300,2800,1.8695652173913044,0.9491525423728814,1.3523809523809525,3823801,2494714,1460778,3012027,4557481
563,24,Hygiene,Vulnerability scanning,250,1250,4950,3750,19.8,3.0,5.8,4708237,6570658,1809096,3590879,2433870
564,24,Operations,Break & inspect,3450,350,4850,1950,1.4057971014492754,5.571428571428571,1.7894736842105263,2212206,9492311,831177,1083712,5147039
565,24,Operations,"EDR, XDR",150,4250,400,2500,2.6666666666666665,0.5882352941176471,0.6590909090909091,3748274,9650154,1741962,1999652,7038769
566,24,Operations,Real-time analytics,1850,1800,1300,4800,0.7027027027027027,2.6666666666666665,1.6712328767123288,4612060,6439793,184057,2243465,2249596
567,24,Operations,Sandboxing,700,1350,1200,3900,1.7142857142857142,2.888888888888889,2.4878048780487805,5016597,7318960,1492385,1342201,2576499
568,24,Operations,Security operations oversight,1650,700,3250,3450,1.9696969696969697,4.928571428571429,2.851063829787234,2033995,5284511,1427957,371744,4833507
569,24,Operations,Synchronized policy enforcement,3750,3900,2950,1500,0.7866666666666666,0.38461538461538464,0.5816993464052288,3155571,7109032,1776061,2894528,5039416
570,24,Process,process_1,1700,500,4550,1600,2.676470588235294,3.2,2.7954545454545454,4161225,10505134,1132314,1443996,2303112
571,24,Process,process_2,4300,400,600,2400,0.13953488372093023,6.0,0.6382978723404256,1341143,4032374,808972,222725,5425081
572,24,Process,process_3,2650,3450,500,4400,0.18867924528301888,1.2753623188405796,0.8032786885245902,4331823,3621973,881267,1322096,5174706
573,24,Process,process_4,100,750,2000,3050,20.0,4.066666666666666,5.9411764705882355,1594802,4047883,658447,1591495,4078299
574,24,Process,process_5,2650,2600,2400,200,0.9056603773584906,0.07692307692307693,0.49523809523809526,4930518,929269,503724,2747500,6986689
575,24,Process,process_6,1200,4950,3900,2250,3.25,0.45454545454545453,1.0,907788,7341488,574821,159669,8122395
576,25,Architecture,Data at rest encryption,550,2250,1350,3800,2.4545454545454546,1.6888888888888889,1.8392857142857142,3142040,6848606,920821,1608391,4872082
577,25,Architecture,Data in motion encryption,2850,2650,3500,3350,1.2280701754385965,1.2641509433962264,1.2454545454545454,3595071,2929466,169467,2660201,6599694
578,25,Architecture,Secure edge access,150,2550,1500,1400,10.0,0.5490196078431373,1.0740740740740742,4190692,5380316,1027034,1855278,1530779
579,25,Architecture,Segmentation,100,2850,850,850,8.5,0.2982456140350877,0.576271186440678,2164978,7426673,1508168,3097233,3962152
580,25,Architecture,Threat intelligence,3000,2800,500,4050,0.16666666666666666,1.4464285714285714,0.7844827586206896,5268555,10714185,1794238,3604107,589418
581,25,Architecture,Visibility,3650,450,1950,50,0.5342465753424658,0.1111111111111111,0.4878048780487805,1104645,670923,491863,1505150,357477
582,25,Hygiene,Access control,4100,2050,250,200,0.06097560975609756,0.0975609756097561,0.07317073170731707,3221896,7564094,286804,3356552,8012176
583,25,Hygiene,Configuration control,2200,4250,2700,1150,1.2272727272727273,0.27058823529411763,0.5968992248062015,3986318,3285676,1431877,2789559,5397875
584,25,Hygiene,Identity and access management,4850,900,1350,100,0.27835051546391754,0.1111111111111111,0.25217391304347825,1593570,9631054,1198666,3138505,2181004
585,25,Hygiene,Logging / analytics,4950,1350,2450,1300,0.494949494949495,0.9629629629629629,0.5952380952380952,2118602,6167907,1455681,2587381,1853205
586,25,Hygiene,Strong key management,250,3050,3550,400,14.2,0.13114754098360656,1.196969696969697,2898348,10083377,670429,3232074,1320080
587,25,Hygiene,Vulnerability scanning,3250,500,1200,700,0.36923076923076925,1.4,0.5066666666666667,1779688,2993291,956181,1748996,2056878
588,25,Operations,Break & inspect,750,3850,4500,3300,6.0,0.8571428571428571,1.6956521739130435,1484538,2541545,1344439,2928786,1244024
589,25,Operations,"EDR, XDR",1500,2100,450,4600,0.3,2.1904761904761907,1.4027777777777777,590187,5226345,1037104,169709,7913420
590,25,Operations,Real-time analytics,4050,1950,3350,1450,0.8271604938271605,0.7435897435897436,0.8,1749395,6064159,521910,3499473,5246049
591,25,Operations,Sandboxing,1000,3350,2400,150,2.4,0.04477611940298507,0.5862068965517241,2548256,11130530,1647506,681363,6839279
592,25,Operations,Security operations oversight,3900,800,3450,3700,0.8846153846153846,4.625,1.5212765957446808,678469,1627908,1027186,2304253,6436964
593,25,Operations,Synchronized policy enforcement,700,2200,3200,2650,4.571428571428571,1.2045454545454546,2.0172413793103448,3676490,3061644,1714755,2476289,711195
594,25,Process,process_1,3550,3650,2950,350,0.8309859154929577,0.0958904109589041,0.4583333333333333,4533403,9593741,572421,3224045,4727485
595,25,Process,process_2,350,2100,200,2850,0.5714285714285714,1.3571428571428572,1.2448979591836735,1726603,2705883,383069,2845697,5006300
596,25,Process,process_3,2100,500,2800,1850,1.3333333333333333,3.7,1.7884615384615385,2797023,4871177,1676630,2722010,7763918
597,25,Process,process_4,3200,2150,1650,3850,0.515625,1.7906976744186047,1.02803738317757,505764,4088873,1604723,1455151,8025286
